Group,Code,Name,Year,Antigen,Antigen_description,Coverage_category,Coverage_category_description,Target_number,Doses,Coverage
COUNTRIES,ETH,Ethiopia,2011,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),1787464.0,1787464,100.0
COUNTRIES,ETH,Ethiopia,2011,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,1180264.0,1065062,90.2
COUNTRIES,ETH,Ethiopia,2011,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,788733.0,777104,98.5
COUNTRIES,ETH,Ethiopia,2011,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),2141350.0,1820808,85.0
COUNTRIES,ETH,Ethiopia,2011,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,345761.0,345761,100.0
COUNTRIES,ETH,Ethiopia,2011,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1478337.0,1474318,99.7
COUNTRIES,ETH,Ethiopia,2011,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2964430.0,2875084,97.0
COUNTRIES,ETH,Ethiopia,2011,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2507996.0,2393864,95.4
COUNTRIES,ETH,Ethiopia,2011,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3509820.0,3193712,91.0
COUNTRIES,ETH,Ethiopia,2011,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2628829.0,2368730,90.1
COUNTRIES,ETH,Ethiopia,2011,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3095013.0,3095013,100.0
COUNTRIES,ETH,Ethiopia,2011,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1085922.0,976699,89.9
COUNTRIES,ETH,Ethiopia,2011,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3580210.0,3414332,95.4
COUNTRIES,ETH,Ethiopia,2011,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3597282.0,3522726,97.9
COUNTRIES,ETH,Ethiopia,2011,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1469768.0,1469768,100.0
COUNTRIES,ETH,Ethiopia,2012,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),4321485.0,4182544,96.8
COUNTRIES,ETH,Ethiopia,2012,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,1729738.0,1697652,98.1
COUNTRIES,ETH,Ethiopia,2012,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3660581.0,3660581,100.0
COUNTRIES,ETH,Ethiopia,2012,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),890961.0,890961,100.0
COUNTRIES,ETH,Ethiopia,2012,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,4239397.0,4201561,99.1
COUNTRIES,ETH,Ethiopia,2012,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1208720.0,1047228,86.6
COUNTRIES,ETH,Ethiopia,2012,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4078882.0,3726155,91.4
COUNTRIES,ETH,Ethiopia,2012,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4559707.0,4468965,98.0
COUNTRIES,ETH,Ethiopia,2012,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4638397.0,3933634,84.8
COUNTRIES,ETH,Ethiopia,2012,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),2709818.0,2520832,93.0
COUNTRIES,ETH,Ethiopia,2012,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,574414.0,574414,100.0
COUNTRIES,ETH,Ethiopia,2012,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3463779.0,3377767,97.5
COUNTRIES,ETH,Ethiopia,2012,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),2012935.0,2012935,100.0
COUNTRIES,ETH,Ethiopia,2012,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,956810.0,864300,90.3
COUNTRIES,ETH,Ethiopia,2012,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2483471.0,2362019,95.1
COUNTRIES,ETH,Ethiopia,2012,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3056552.0,2699036,
COUNTRIES,ETH,Ethiopia,2012,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,397066.0,342590,86.3
COUNTRIES,ETH,Ethiopia,2012,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1543866.0,1430711,92.7
COUNTRIES,ETH,Ethiopia,2012,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3090695.0,2903251,93.9
COUNTRIES,ETH,Ethiopia,2012,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2514297.0,2318551,92.2
COUNTRIES,ETH,Ethiopia,2012,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2385809.0,2296178,96.2
COUNTRIES,ETH,Ethiopia,2012,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),651670.0,597328,91.7
COUNTRIES,ETH,Ethiopia,2012,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2387115.0,2387115,100.0
COUNTRIES,ETH,Ethiopia,2012,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,376451.0,347050,92.2
COUNTRIES,ETH,Ethiopia,2013,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),1739823.0,1739823,100.0
COUNTRIES,ETH,Ethiopia,2013,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,1401666.0,1308825,93.4
COUNTRIES,ETH,Ethiopia,2013,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,775433,95.8
COUNTRIES,ETH,Ethiopia,2013,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),3929103.0,3929103,100.0
COUNTRIES,ETH,Ethiopia,2013,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,3708902.0,3404320,91.8
COUNTRIES,ETH,Ethiopia,2013,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,895391.0,870584,97.2
COUNTRIES,ETH,Ethiopia,2013,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1312867.0,1191704,90.8
COUNTRIES,ETH,Ethiopia,2013,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1973811.0,1909080,96.7
COUNTRIES,ETH,Ethiopia,2013,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1937472.0,1937472,100.0
COUNTRIES,ETH,Ethiopia,2013,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),2505285.0,2505285,100.0
COUNTRIES,ETH,Ethiopia,2013,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,4380511.0,4380511,
COUNTRIES,ETH,Ethiopia,2013,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2738312.0,2612482,95.4
COUNTRIES,ETH,Ethiopia,2013,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),209139.0,209139,100.0
COUNTRIES,ETH,Ethiopia,2013,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,4264875.0,4264875,100.0
COUNTRIES,ETH,Ethiopia,2013,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3459323.0,3326524,96.2
COUNTRIES,ETH,Ethiopia,2013,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3666179.0,3334300,90.9
COUNTRIES,ETH,Ethiopia,2013,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,,4070869,100.0
COUNTRIES,ETH,Ethiopia,2013,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2563239.0,2563239,100.0
COUNTRIES,ETH,Ethiopia,2013,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),,4182160,93.6
COUNTRIES,ETH,Ethiopia,2013,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2814199.0,2814199,100.0
COUNTRIES,ETH,Ethiopia,2013,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3231878.0,2919816,90.3
COUNTRIES,ETH,Ethiopia,2013,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1538526.0,1502580,97.7
COUNTRIES,ETH,Ethiopia,2013,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1285868.0,1285868,100.0
COUNTRIES,ETH,Ethiopia,2013,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,4644276,96.6
COUNTRIES,ETH,Ethiopia,2014,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),1170667.0,1095429,93.6
COUNTRIES,ETH,Ethiopia,2014,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,2050559.0,1873910,91.4
COUNTRIES,ETH,Ethiopia,2014,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,110097.0,105702,96.0
COUNTRIES,ETH,Ethiopia,2014,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),4616952.0,4203214,91.0
COUNTRIES,ETH,Ethiopia,2014,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,4046864.0,3759054,92.9
COUNTRIES,ETH,Ethiopia,2014,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2170590.0,1921312,88.5
COUNTRIES,ETH,Ethiopia,2014,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),881293.0,833290,94.6
COUNTRIES,ETH,Ethiopia,2014,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1573775.0,1490227,94.7
COUNTRIES,ETH,Ethiopia,2014,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,693503,95.5
COUNTRIES,ETH,Ethiopia,2014,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),4499196.0,4191186,93.2
COUNTRIES,ETH,Ethiopia,2014,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,63401.0,63401,100.0
COUNTRIES,ETH,Ethiopia,2014,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,217870.0,205456,94.3
COUNTRIES,ETH,Ethiopia,2014,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),1703764.0,1703760,100.0
COUNTRIES,ETH,Ethiopia,2014,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,4007066.0,3978275,99.3
COUNTRIES,ETH,Ethiopia,2014,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,948539.0,948539,100.0
COUNTRIES,ETH,Ethiopia,2014,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),511765.0,442411,86.4
COUNTRIES,ETH,Ethiopia,2014,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2897710.0,2892278,99.8
COUNTRIES,ETH,Ethiopia,2014,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2691144.0,2577012,95.8
COUNTRIES,ETH,Ethiopia,2014,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),916140.0,916140,100.0
COUNTRIES,ETH,Ethiopia,2014,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2395472.0,2112215,88.2
COUNTRIES,ETH,Ethiopia,2014,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3924668.0,3843647,97.9
COUNTRIES,ETH,Ethiopia,2014,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),,3697365,95.6
COUNTRIES,ETH,Ethiopia,2014,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2510277.0,2510277,100.0
COUNTRIES,ETH,Ethiopia,2014,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,223649.0,199968,89.4
COUNTRIES,ETH,Ethiopia,2015,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),3633860.0,3317583,91.3
COUNTRIES,ETH,Ethiopia,2015,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,2857883.0,2723399,95.3
COUNTRIES,ETH,Ethiopia,2015,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4416284.0,4416284,100.0
COUNTRIES,ETH,Ethiopia,2015,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),2567909.0,2567909,100.0
COUNTRIES,ETH,Ethiopia,2015,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,3507221.0,3449785,98.4
COUNTRIES,ETH,Ethiopia,2015,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2212200.0,2042229,92.3
COUNTRIES,ETH,Ethiopia,2015,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3281296.0,3281296,100.0
COUNTRIES,ETH,Ethiopia,2015,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2958019.0,2958019,100.0
COUNTRIES,ETH,Ethiopia,2015,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1613034.0,1613034,100.0
COUNTRIES,ETH,Ethiopia,2015,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),2552578.0,2461484,96.4
COUNTRIES,ETH,Ethiopia,2015,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,2254064.0,2251594,99.9
COUNTRIES,ETH,Ethiopia,2015,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4091208.0,4062656,99.3
COUNTRIES,ETH,Ethiopia,2015,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),4955451.0,4797295,
COUNTRIES,ETH,Ethiopia,2015,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,1133170.0,1133170,100.0
COUNTRIES,ETH,Ethiopia,2015,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4442743.0,4311236,97.0
COUNTRIES,ETH,Ethiopia,2015,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3031284.0,2929438,96.6
COUNTRIES,ETH,Ethiopia,2015,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1805890.0,1767856,97.9
COUNTRIES,ETH,Ethiopia,2015,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,552392.0,543885,98.5
COUNTRIES,ETH,Ethiopia,2015,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1335724.0,1335724,100.0
COUNTRIES,ETH,Ethiopia,2015,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3946807.0,3889293,98.5
COUNTRIES,ETH,Ethiopia,2015,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,561448.0,561448,100.0
COUNTRIES,ETH,Ethiopia,2015,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1605583.0,1582566,98.6
COUNTRIES,ETH,Ethiopia,2015,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1122335.0,1054729,
COUNTRIES,ETH,Ethiopia,2015,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,3297290,92.1
COUNTRIES,ETH,Ethiopia,2016,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),2718883.0,2633816,96.9
COUNTRIES,ETH,Ethiopia,2016,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,2718055.0,2454458,90.3
COUNTRIES,ETH,Ethiopia,2016,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4187521.0,3805239,90.9
COUNTRIES,ETH,Ethiopia,2016,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),1158391.0,1158391,100.0
COUNTRIES,ETH,Ethiopia,2016,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,4942814.0,4701335,95.1
COUNTRIES,ETH,Ethiopia,2016,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2662548.0,2541984,95.5
COUNTRIES,ETH,Ethiopia,2016,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3152492.0,2907292,92.2
COUNTRIES,ETH,Ethiopia,2016,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3778281.0,3778281,100.0
COUNTRIES,ETH,Ethiopia,2016,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3863457.0,3863457,
COUNTRIES,ETH,Ethiopia,2016,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),3063400.0,3063400,100.0
COUNTRIES,ETH,Ethiopia,2016,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,353455.0,328357,92.9
COUNTRIES,ETH,Ethiopia,2016,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1423667.0,1423667,100.0
COUNTRIES,ETH,Ethiopia,2016,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),1261586.0,1261586,100.0
COUNTRIES,ETH,Ethiopia,2016,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,3996519.0,3799466,95.1
COUNTRIES,ETH,Ethiopia,2016,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,959850.0,929978,96.9
COUNTRIES,ETH,Ethiopia,2016,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1045146.0,957108,91.6
COUNTRIES,ETH,Ethiopia,2016,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4372537.0,4372537,100.0
COUNTRIES,ETH,Ethiopia,2016,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2248487.0,1982584,88.2
COUNTRIES,ETH,Ethiopia,2016,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),190046.0,187331,98.6
COUNTRIES,ETH,Ethiopia,2016,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3844521.0,3487098,90.7
COUNTRIES,ETH,Ethiopia,2016,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3003795.0,3003795,
